date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Los Angeles County,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,New York city,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2016/6/1,126105,23939,178813,53578,1047392,93893,92041,20896,24196,479240,264988,20015,30018,389043,148491,62320,60275,99189,264846,130318,26248,134024,144463,242769,115790,75496,143163,22636,31113,82086,21701,225119,64366,463754,211421,244031,13125,285294,87094,100384,349494,29458,113467,13680,148302,621145,50245,10788,167919,193166,48320,122758,16760
2016/7/1,126331,24029,178110,53448,1047018,92546,90867,21077,24394,480276,266606,19772,30010,382881,145265,62132,60999,99628,265750,130349,26087,133894,142625,243666,116911,75506,144920,22494,31384,81209,21678,223997,65107,468447,213723,244424,12863,286502,87409,99615,349578,29123,110975,13942,150254,629445,49730,10770,170677,192069,48007,122092,16274
2016/8/1,126719,24091,177217,53234,1046432,90617,89777,21284,24634,481562,268879,19458,29901,378125,142150,61632,61538,100398,266859,130152,25930,134004,141158,244496,118200,75459,145217,22357,31619,80379,21582,222416,65547,472183,215051,245284,12612,289222,87204,97994,348455,28655,108550,14157,151980,635306,49326,10736,173126,190072,47663,121097,15841
2016/9/1,127128,24175,176498,53000,1046026,88574,89049,21537,24896,482991,271355,19156,29754,374815,139724,60956,61759,101518,267775,129660,25808,134417,140483,245933,119493,75372,143982,22279,31863,79701,21546,220947,65746,474335,214668,246442,12436,293907,86555,95823,346586,28137,106657,14343,153482,640417,49147,10707,174976,187859,47191,119970,15557
2016/10/1,126983,24242,175848,52660,1043344,86273,88578,21793,25091,483036,272804,18855,29548,370796,137574,60079,61409,102622,267653,128622,25616,134664,140404,247234,120148,75001,141162,22234,31992,79020,21604,219027,65678,473148,211772,246984,12319,299435,85394,93180,343907,27570,105109,14484,154146,644755,49138,10706,175721,185314,46437,118502,15411
2016/11/1,125661,24231,174890,52152,1035290,83387,88136,21974,25150,479786,272185,18508,29220,363838,134800,59003,60403,103363,265769,126961,25249,134378,140448,246798,119620,74185,136947,22162,31848,78141,21698,215805,65297,467290,206217,245854,12198,303395,83709,90251,340218,26971,103506,14543,153174,646999,49133,10745,175169,182081,45349,116287,15250
2016/12/1,122937,24131,173594,51526,1021682,80061,87690,22043,25104,473072,269577,18124,28790,353961,131142,57827,58974,103560,262284,124956,24784,133556,140499,243516,117997,73015,132212,22051,31479,77107,21790,211593,64669,458624,199568,242896,12037,304422,81734,87407,335870,26357,101808,14518,150067,646838,49069,10834,173734,178409,43956,113305,14919
2017/1/1,120103,23906,167446,50637,1002904,75816,87868,22023,24399,463665,264933,18049,28603,346578,126982,56329,57405,103735,258054,122762,24423,131880,141980,237330,117501,71516,128005,21866,31380,76731,21824,212799,64019,460194,200723,234786,11903,304591,79344,84475,336245,26265,98609,14167,145592,640414,49082,11143,173994,175856,42346,110078,14282
2017/2/1,115408,23710,165647,50016,983594,72944,87338,21937,24325,454257,260124,17813,27986,336052,121919,55037,55915,103079,253470,119943,24139,129578,142148,227976,114379,70139,124093,21691,30725,76126,21693,208791,63095,453725,196309,228668,11615,301825,77403,82482,332752,25718,96842,14017,139252,633917,48988,11134,172031,173317,40900,106724,13596
2017/3/1,110588,23560,163838,49600,966105,71179,86788,21816,24275,445185,255386,17544,27408,328208,117437,53922,54838,102549,249869,116716,24006,127668,142380,218871,111304,69105,120494,21564,30186,75143,21425,206119,61968,450906,194136,223247,11245,298578,75762,81405,329421,25340,95309,13891,132113,623247,49021,11037,169313,171359,39894,104085,12921
2017/4/1,105981,23491,162116,49438,952330,70814,86221,21689,24251,437378,251103,17167,26915,323894,114504,53130,54332,102090,247682,113393,23993,126563,142654,212976,108906,68435,117254,21515,29905,73821,21121,205203,60695,451776,194099,219643,10868,295534,74560,81369,326308,25112,94216,13831,124917,609926,49192,10869,166070,170323,39434,102551,12400
2017/5/1,101609,23470,160339,49472,941208,71880,85598,21532,24221,430713,247081,16568,26546,322423,113543,52606,54203,101442,246395,109949,24021,126327,142796,211936,107191,67850,114286,21521,29846,72244,20902,205759,59305,454682,195262,217717,10555,292878,73771,82150,323110,25009,93629,13833,118383,595121,49344,10664,162515,170120,39378,102054,12118
2017/6/1,97770,23481,158787,49712,932076,74238,85043,21368,24168,425642,243531,15748,26375,323165,114413,52266,54203,100595,245649,106725,24082,127023,142872,215330,106114,67262,111880,21595,29951,70744,20861,207577,57892,458276,196498,217236,10364,291042,73333,83446,320415,25083,93696,13879,113454,581414,49427,10497,159160,170679,39655,102357,12122
2017/7/1,94743,23513,157870,50109,924084,77420,84642,21231,24075,422205,240536,14814,26414,324883,116241,51976,54135,99490,245122,104117,24144,128546,142975,221811,105636,66675,110345,21724,30229,69725,20983,210044,56603,461493,197045,218072,10325,290033,73090,84955,318962,25343,94370,13950,110576,570815,49461,10417,156506,171973,40249,103011,12306
2017/8/1,92374,23516,157569,50518,914397,80383,84227,21091,23906,419264,237586,13894,26589,325130,117528,51468,53796,97722,244221,102046,24062,130307,142820,228785,105197,65721,109535,21789,30515,69308,21165,211915,55447,462797,196371,218972,10391,288361,72795,86145,318367,25647,95210,13984,109363,563119,49360,10415,154468,173402,40918,103074,12497
2017/9/1,90569,23468,157784,50818,902106,82498,83726,20921,23683,416020,234523,13170,26755,323064,117365,50674,53176,95321,242911,100460,23754,131800,142303,233612,104532,64531,109146,21763,30675,69423,21310,212542,54385,461638,194379,218921,10510,284653,72268,86760,318257,25902,95747,13950,109289,557804,49114,10463,152709,174318,41486,101875,12646
2017/10/1,89320,23350,158229,50956,887471,83840,83130,20709,23473,412342,231397,12825,26740,319254,115645,49676,52422,92639,241302,99434,23216,132578,141496,234842,103486,63450,108808,21636,30713,69950,21338,211749,53311,458184,191464,217452,10638,278765,71409,86762,317849,26043,95652,13844,109845,554048,48733,10515,150924,174503,41921,99463,12691
2017/11/1,88709,23172,158712,51019,872287,84738,82468,20472,23349,408593,228342,12952,26517,313818,113164,48612,51669,90135,239806,99063,22525,132339,140597,232853,102260,62633,108315,21424,30669,70779,21272,209821,52182,453433,188505,214707,10775,272540,70352,86249,316836,26039,94504,13720,110703,552034,48309,10570,149011,174179,42267,96571,12624
2017/12/1,88497,22910,158690,50948,857119,85231,81599,20177,23279,404264,224969,13456,26093,306494,110768,47468,50876,88112,238326,99111,21754,130558,139482,228275,100870,62128,107290,21114,30460,71566,21106,206474,50926,446625,185448,210692,10875,267350,69104,85347,314505,25826,91832,13581,111548,550999,47831,10589,146816,173352,42506,93796,12457
2018/1/1,88075,22836,159220,51014,844210,87067,79987,19619,23160,395659,220321,14210,25600,299294,110294,47198,51673,86917,238193,98776,21422,132961,139685,222742,95722,61845,108267,21004,30091,69303,20927,204144,49052,440780,183759,205836,10891,264864,68058,84963,311198,25450,87385,13560,113406,551375,47646,9869,147028,173126,42473,92232,12323
2018/2/1,88440,22475,158351,50729,834737,87708,78904,19240,23113,390618,216594,14678,25090,292204,110636,46122,51217,86498,237838,100171,21082,131063,138745,216774,94189,61974,106474,20676,29897,68439,20820,200077,47676,431600,181444,201538,10797,264187,66498,83853,306091,24920,82827,13433,113999,551469,47263,9678,144172,171874,42470,91739,12139
2018/3/1,88903,22075,156976,50183,826268,88829,77726,18844,23049,385489,212964,15143,24616,286440,112090,45041,50761,86454,237268,102021,21072,128984,137802,210816,92605,62084,103952,20372,29701,67379,20772,196498,46422,421618,179059,197676,10572,264629,64645,82612,299718,24271,78516,13274,114076,550113,46902,9426,139924,170102,42299,92311,11963
2018/4/1,89251,21669,155454,49350,817547,90421,76469,18447,22901,379715,209168,15547,24219,281853,113775,43974,50208,86559,236242,103568,21352,127041,136674,204892,90919,62052,100788,20107,29501,66169,20698,193266,45388,411099,176285,194585,10237,264646,62459,81227,292722,23629,75274,13064,113658,546136,46567,9131,134432,167594,41896,93220,11820
2018/5/1,89436,21332,154544,48463,809966,92216,75282,18078,22638,373487,205440,15941,23971,279046,115230,43141,49734,86843,235217,104437,21850,125478,135378,200016,89608,61886,97697,19907,29445,64995,20533,190222,44714,401034,173264,192855,9884,263618,60224,80132,286516,23078,73700,12857,113148,540919,46311,8845,128628,164950,41389,93990,11743
2018/6/1,89286,21092,154634,47748,804603,93830,74196,17721,22263,366943,201950,16359,23889,278096,116312,42643,49389,87081,234651,104427,22395,124073,133804,197425,88891,61555,95110,19763,29575,64022,20273,186676,44465,392365,170556,192334,9585,261361,58251,79781,281791,22661,73709,12678,112794,535155,46127,8599,123675,162988,40823,94304,11735
2018/7/1,88697,20923,155804,47366,801807,95091,73203,17372,21819,360590,198971,16772,23947,278652,116967,42452,49162,87101,234762,103483,22861,122548,131873,197187,88682,61263,93293,19639,29777,63367,19959,182367,44652,386141,168965,192665,9362,258822,56702,80432,278454,22411,74588,12509,112591,529213,45964,8421,120456,162332,40208,94090,11787
2018/8/1,87982,20853,158324,47510,804087,96078,72494,17101,21516,356132,197365,17225,24190,281119,117573,42657,49211,87017,235978,102273,23246,121206,130045,199010,89500,61531,92686,19591,30122,63251,19705,178110,45336,383847,169405,194016,9263,257808,55905,82156,276822,22355,75571,12400,112766,525426,45881,8340,119875,163279,39774,93745,11886
2018/9/1,87344,20907,161899,48214,812030,96738,72138,16956,21547,354429,197354,17718,24639,285424,118486,43106,49544,86878,237961,101512,23479,120443,128660,202010,91631,62540,93378,19612,30637,63696,19596,174608,46441,385634,172378,196076,9301,259031,56055,84607,276912,22409,75984,12393,113277,525192,45867,8335,122148,166037,39710,93558,11950
2018/10/1,86770,21055,165663,49178,823522,96742,72003,16931,21926,354989,198303,18200,25218,290751,119725,43687,50045,86687,239972,101227,23456,120258,127640,205267,94661,64054,95135,19648,31216,64455,19641,171865,47623,389546,176938,197981,9426,261356,56976,87051,278563,22425,75646,12489,113884,527062,45805,8350,126411,170356,39934,93587,11903
2018/11/1,86179,21201,168668,49938,835034,95959,71858,16992,22519,356435,199203,18619,25768,296533,120985,44289,50535,86501,241286,100971,23137,120401,126776,208244,97824,65857,97379,19663,31737,65188,19777,169439,48531,392772,181112,198956,9583,262736,58142,88789,281311,22303,74977,12649,114336,528058,45585,8353,131110,175364,40193,93805,11715
2018/12/1,85331,21213,170285,50149,841563,94311,71492,17086,23126,357157,199145,18903,26112,301163,121323,44747,50802,86294,241081,100253,22545,120284,125845,210045,100204,67369,99378,19621,32093,65616,19919,166843,48988,393553,183596,198547,9714,261161,58982,89188,284404,21986,74515,12814,114571,525074,45161,8296,135001,179593,40200,94077,11385
2019/1/1,83814,21029,170397,49673,839508,91873,70825,17150,23527,355776,197559,18970,26150,301759,120111,44954,50675,85976,239018,98731,21770,119334,124627,209935,101338,68218,100430,19501,32268,65588,19997,163373,48943,391111,183755,196883,9772,255637,59114,88018,286726,21497,74297,12956,114560,516751,44533,8132,136844,181746,39845,94430,10942
2019/2/1,81294,20657,169073,48611,827951,88618,69788,17131,23571,351500,194175,18795,25882,296608,117357,44881,50121,85564,235043,96344,20869,117340,122828,207980,101120,68423,99983,19273,32250,65026,19932,158353,48484,384847,180981,194086,9702,246925,58438,85578,286672,20886,73919,13034,114110,503993,43720,7832,135582,180976,39143,94905,10473
2019/3/1,78061,20234,167148,47386,811043,84974,68651,17085,23282,345785,190100,18467,25493,286524,113938,44768,49424,85394,230293,93945,19967,115028,120717,205819,100125,68431,98198,19006,32182,64137,19773,152833,47927,377005,176089,191389,9508,238274,57305,82782,284516,20309,73010,13067,113100,490811,42870,7467,131036,177921,38370,95849,10124
2019/4/1,74592,19898,165170,46344,792788,81629,67719,17066,22756,340305,186505,18059,25161,273698,110815,44804,48801,85437,225898,92317,19242,113111,118604,204677,98926,68629,95649,18776,32138,63132,19615,148342,47405,369791,170161,189807,9229,232659,56168,80415,281038,19908,71023,13067,111350,480632,42044,7127,124199,173568,37778,97357,9976
2019/5/1,71409,19722,163654,45752,777531,79184,67272,17130,22173,336373,184081,17641,25013,261185,108770,45134,48406,85398,223084,91971,18852,112062,116788,204592,98031,69272,93363,18651,32194,62314,19571,146524,47029,365605,164815,189960,8936,231544,55533,78795,277728,19753,67798,13040,109213,476153,41308,6900,116952,169051,37548,99186,10048
2019/6/1,68994,19702,163095,45766,769152,78003,67507,17317,21663,334267,182818,17277,25123,251639,108062,45877,48384,85355,222500,93125,18901,111987,115503,205230,98037,70415,92558,18677,32498,61922,19690,148429,46850,366067,161564,191766,8723,234673,55778,77795,276259,19844,63895,13025,107464,478487,40693,6869,111539,165405,37814,100908,10308
2019/7/1,67665,19766,163456,46353,768941,78000,68420,17598,21295,333297,182293,17005,25464,246416,108787,46993,48746,85348,223950,95636,19365,112523,114721,205987,99241,71810,93876,18834,33063,62046,19939,153893,46825,370890,160652,194332,8644,240463,56866,77022,277657,20096,60266,13057,106945,485991,40221,7053,109562,163149,38564,102203,10687
2019/8/1,67316,19771,164044,47181,774078,78754,69676,17865,21041,331774,181628,16794,25820,244312,110353,48092,49200,85216,226516,98746,20047,112733,114043,205973,100995,72860,97026,19031,33642,62539,20213,161325,46817,377671,161096,196188,8674,246732,58202,76004,281467,20341,57718,13095,107894,494107,39871,7365,111215,162094,39500,102843,11083
2019/9/1,67468,19531,163834,47704,778843,79726,70664,17970,20814,327855,179981,16576,25868,242244,111419,48585,49333,84635,229109,101069,20713,111487,112879,203347,101972,72815,100520,19129,33864,63019,20335,168263,46676,382332,161281,195647,8709,251252,58892,74340,285254,20324,56580,13030,109707,497073,39496,7642,115024,160713,40145,102355,11375
2019/10/1,68160,19156,163551,47903,785793,81480,71551,17918,20757,322563,178506,16336,25645,239781,111880,48364,49237,84090,232972,102226,21366,109650,111663,198466,102489,72068,103196,19209,33710,63645,20362,174475,46764,385858,162099,193498,8695,254080,58860,72584,288948,20171,57112,12861,112232,495284,39307,7763,119642,158176,40535,101064,11634
2019/11/1,69260,18851,163824,47905,797181,84457,72462,17761,20971,317308,178350,16027,25224,237566,112020,47588,49100,83913,238829,102276,21956,108666,110624,192822,103277,71335,104135,19319,33279,64418,20333,180141,47306,389844,164827,191173,8555,255539,58322,71378,291936,20092,58984,12617,114752,491398,39403,7581,123500,154258,40826,99432,11961
2019/12/1,70683,18771,164756,47841,814359,88661,73342,17601,21462,313316,180151,15686,24834,237432,112714,46640,49185,84184,247111,101454,22355,109985,109599,188805,104830,71252,103400,19432,32746,65356,20290,185135,48254,394836,169589,189881,8412,257765,57768,71285,294297,20288,61775,12361,116250,489369,39732,7304,124847,150613,41263,97769,12429
2020/1/1,72359,18930,166063,47831,836213,93695,74078,17510,22101,310536,183557,15357,24764,241411,113926,45857,49344,84842,257361,99978,22449,113533,108302,187680,107180,72083,102599,19447,32238,66615,20237,189319,49405,400389,175705,189699,8518,262715,57573,72520,298676,20715,64986,12077,116164,491930,40130,7294,125622,149361,41747,95537,13076
2020/2/1,74179,19194,168057,48068,860763,99017,74754,17552,22700,308254,187983,15081,25119,250421,115009,45199,49179,85341,269030,98178,22340,117385,106590,187291,110126,73531,104154,19296,31788,68517,20158,192367,50531,406674,183080,190670,9050,269967,57986,74806,308541,21014,68240,11716,115935,499906,40445,7777,130436,151851,42067,92506,13854
2020/3/1,75627,19306,170629,67110,1064166,103732,75185,24463,23042,406609,191809,14853,24341,325098,114948,44183,48259,84913,308079,141549,22109,118952,104070,183743,112603,74915,108934,18903,46313,111658,19963,192654,54764,411888,190771,190147,10035,276767,58808,77173,323080,20768,71028,11242,117170,694228,40455,8745,141692,206520,42021,88622,14573
